bm_name	bm_query	gen_exs	inf_typs	num_exs	rank	prefilter_counts	postfilter_counts	var_counts	arg_counts
			[[[[Char]]]] -> [[Char]]						
			(Ord b1) => [[[[b1]]]] -> [[b1]]						
			(Eq b1) => [[[[b1]]]] -> [[b1]]						
			(Ord b1) => [[[b1]]] -> [b1]						
			(Eq b1) => [[[b1]]] -> [b1]						
			[[[[b1]]]] -> [[Char]]						
			[[[b1]]] -> [[Char]]						
			(Ord b1) => [[[[b1]]]] -> [[Char]]						
flatten	[[[a]]] -> [a]	[[["\810437=P","DA"],["\634905"],[],["\CAN\35249\STX\NUL\v","","N\1062546\SYNs","\1078235^j","+t"]],[["\852435\a\868057nb","\ETBB","\nvQ<"],["\199739`\DC3Tm\CAN","F\DC3","\ACK\\",",\b"],["\DC2k","\621900r7\184480","9'","\NAKs"]],[[".A\581314","\SO,s%","\528156\CAN","'ev"],["","\1093843","\645313#\428008","#","\845163L\1061199","\ETX"],["`\CANl","\224957\DC2\US",""],["\GSd","p","\284278\319509\930056_\t\45604","\284822\269672M\413323q","#E\"6\SO[","\DEL)"],["\1008188\521788\ACKV","\537876.\DC2\885813","nK\312327\555592","T\464931P\DLE+","\299179"]],[["M\781063]","*\1083503:","\460803\US\rn\SUB"],["\270651\497953","\ENQVy\542738","-c[8"],["\ETB\516047","S\837931=\574125\NAKC","c0"],["\RSt","\26862Z","\EOTT\675435.\FS","KT","\DC3_","!\888868"],["\ESC4\30585A@{","pb\427597\826516\80136",""]]] ==> ["\810437=P","DA","\634905","\CAN\35249\STX\NUL\v","","N\1062546\SYNs","\1078235^j","+t","\852435\a\868057nb","\ETBB","\nvQ<","\199739`\DC3Tm\CAN","F\DC3","\ACK\\",",\b","\DC2k","\621900r7\184480","9'","\NAKs",".A\581314","\SO,s%","\528156\CAN","'ev","","\1093843","\645313#\428008","#","\845163L\1061199","\ETX","`\CANl","\224957\DC2\US","","\GSd","p","\284278\319509\930056_\t\45604","\284822\269672M\413323q","#E\"6\SO[","\DEL)","\1008188\521788\ACKV","\537876.\DC2\885813","nK\312327\555592","T\464931P\DLE+","\299179","M\781063]","*\1083503:","\460803\US\rn\SUB","\270651\497953","\ENQVy\542738","-c[8","\ETB\516047","S\837931=\574125\NAKC","c0","\RSt","\26862Z","\EOTT\675435.\FS","KT","\DC3_","!\888868","\ESC4\30585A@{","pb\427597\826516\80136",""]	[[[t0]]] -> [t0]	3	1	9	3	1	1
		[[[],[]],[["n"]]] ==> ["n"]	(Eq t0) => [[[t0]]] -> [t0]						
		[[],["}3\SUB9\443248"],["c","\481314 ND\DC2","'\ENQ\NAK\1096250z\ENQ","c}\965842","J\v\STX}\919261\812621","\r;X ","\DC3"],["\5284`k","\1103642\1009478t0=\CANH"],["z\DEL\63194?)","d","=]x:","jG\ESC\STX\574908:","rod","t-U\134207"],["","\708916","\644341\SYN\335416\&6zYT"]] ==> "}3\SUB9\443248c\481314 ND\DC2'\ENQ\NAK\1096250z\ENQc}\965842J\v\STX}\919261\812621\r;X \DC3\5284`k\1103642\1009478t0=\CANHz\DEL\63194?)d=]x:jG\ESC\STX\574908:rodt-U\134207\708916\644341\SYN\335416\&6zYT"	(Ord t0) => [[[t0]]] -> [t0]						
takeNdropM	Int -> Int -> [a] -> ([a], [a])	4 0 [-6,4,2,-6,-7,6] ==> ([-6,4,2,-6],[-6,4,2,-6,-7,6])	b1 -> b1 -> [b1] -> ([b1] , [b1])	1	NO ANSWER	15485	2813	1	3
			Int -> Int -> [Int] -> ([Int] , [Int])						
			(Num b1) => b1 -> b1 -> [b1] -> ([b1] , [b1])						
			(Ord b1) => b1 -> b1 -> [b1] -> ([b1] , [b1])						
			(Eq b1) => b1 -> b1 -> [b1] -> ([b1] , [b1])						
			b1 -> b1 -> [b2] -> ([b1] , [b1])						
			b1 -> b1 -> [b2] -> ([b1] , [b2])						
			b1 -> b1 -> [b2] -> ([b2] , [b1])						
			b1 -> b2 -> [b1] -> ([b1] , [b2])						
			b1 -> b2 -> [b1] -> ([b2] , [b1])						
takeNdropM	Int -> Int -> [a] -> ([a], [a])	4 0 [-6,4,2,-6,-7,6] ==> ([-6,4,2,-6],[-6,4,2,-6,-7,6])	Int -> Int -> [t0] -> ([t0] , [t0])	2	1	1508	104	1	3
		2 -5 ["\EOTl_","","\842980\DC1\1097376\119628P"] ==> (["\EOTl_",""],["\EOTl_","","\842980\DC1\1097376\119628P"])	t0 -> t0 -> [t0] -> ([t0] , [t0])						
			(Ord b1) => b1 -> b1 -> [t0] -> ([t0] , [t0])						
			(Eq b1) => b1 -> b1 -> [t0] -> ([t0] , [t0])						
			(Eq t0) => Int -> Int -> [t0] -> ([t0] , [t0])						
			(Ord t0) => Int -> Int -> [t0] -> ([t0] , [t0])						
			t0 -> t0 -> [t1] -> ([t0] , [t0])						
			(Ord b1, Eq t0) => b1 -> b1 -> [t0] -> ([t0] , [t0])						
			(Ord b1, Ord t0) => b1 -> b1 -> [t0] -> ([t0] , [t0])						
			(Eq b1, Eq t0) => b1 -> b1 -> [t0] -> ([t0] , [t0])						
takeNdropM	Int -> Int -> [a] -> ([a], [a])	4 0 [-6,4,2,-6,-7,6] ==> ([-6,4,2,-6],[-6,4,2,-6,-7,6])	Int -> Int -> [t1] -> ([t1] , [t1])	3	1	1508	104	1	3
		2 -5 ["\EOTl_","","\842980\DC1\1097376\119628P"] ==> (["\EOTl_",""],["\EOTl_","","\842980\DC1\1097376\119628P"])	t1 -> t1 -> [t1] -> ([t1] , [t1])						
		2 -2 "x\374726" ==> ("x\374726","x\374726")	(Ord b1) => b1 -> b1 -> [t1] -> ([t1] , [t1])						
			(Eq b1) => b1 -> b1 -> [t1] -> ([t1] , [t1])						
			(Eq t1) => Int -> Int -> [t1] -> ([t1] , [t1])						
			(Ord t1) => Int -> Int -> [t1] -> ([t1] , [t1])						
			t1 -> t1 -> [t0] -> ([t1] , [t1])						
			(Ord b1, Eq t1) => b1 -> b1 -> [t1] -> ([t1] , [t1])						
			(Ord b1, Ord t1) => b1 -> b1 -> [t1] -> ([t1] , [t1])						
			(Eq b1, Eq t1) => b1 -> b1 -> [t1] -> ([t1] , [t1])						
map	(a->b)->[a]->[b]	(\x -> case x of 0 -> "\394380\534033"; 1 -> ""; -1 -> "H\240315"; 2 -> "\42692~#"; _ -> error "unhandled";) [-2,-3,2] ==> ["","@0\468557\EOT\781710\RS>","\42692~#"]	(b1 -> [c1]) -> [b1] -> [[c1]]	1	2	5031	685	2	2
			(b1 -> c1) -> [b1] -> [c1]						
			(Int -> [b1]) -> [Int] -> [[b1]]						
			(Int -> b1) -> [Int] -> [b1]						
			(b1 -> [Char]) -> [b1] -> [[Char]]						
			(Int -> [Char]) -> [Int] -> [[Char]]						
			(Ord c1) => (b1 -> [c1]) -> [b1] -> [[c1]]						
			(Eq c1) => (b1 -> [c1]) -> [b1] -> [[c1]]						
			(Ord c1) => (b1 -> c1) -> [b1] -> [c1]						
			(Eq c1) => (b1 -> c1) -> [b1] -> [c1]						
map	(a->b)->[a]->[b]	(\x -> case x of 0 -> "\394380\534033"; 1 -> ""; -1 -> "H\240315"; 2 -> "\42692~#"; _ -> error "unhandled";) [-2,-3,2] ==> ["","@0\468557\EOT\781710\RS>","\42692~#"]	(b1 -> t0) -> [b1] -> [t0]	2	1	658	199	2	2
		(\x -> case x of 0 -> 2; 1 -> -7; -1 -> -4; 2 -> -2; _ -> error "unhandled";) [6,-5,-2,8,1,7,2,0] ==> [10,8,4,-7,-7,0,-2,2]	(Int -> t0) -> [Int] -> [t0]						
			(t0 -> t0) -> [t0] -> [t0]						
			(Eq t0) => (b1 -> t0) -> [b1] -> [t0]						
			(Ord t0) => (b1 -> t0) -> [b1] -> [t0]						
			(Num b1) => (b1 -> t0) -> [b1] -> [t0]						
			(Ord b1) => (b1 -> t0) -> [b1] -> [t0]						
			(Eq b1) => (b1 -> t0) -> [b1] -> [t0]						
			(Eq t0) => (Int -> t0) -> [Int] -> [t0]						
			(Ord t0) => (Int -> t0) -> [Int] -> [t0]						
map	(a->b)->[a]->[b]	(\x -> case x of 0 -> "\394380\534033"; 1 -> ""; -1 -> "H\240315"; 2 -> "\42692~#"; _ -> error "unhandled";) [-2,-3,2] ==> ["","@0\468557\EOT\781710\RS>","\42692~#"]	(t1 -> t1) -> [t1] -> [t1]	3	NO ANSWER	60	7	2	2
		(\x -> case x of 0 -> 2; 1 -> -7; -1 -> -4; 2 -> -2; _ -> error "unhandled";) [6,-5,-2,8,1,7,2,0] ==> [10,8,4,-7,-7,0,-2,2]	(Eq t1) => (t1 -> t1) -> [t1] -> [t1]						
		(\x -> case x of "" -> "#"; "a" -> "y\710894*"; "aa" -> "I-C"; " " -> "\635357u\EOT"; _ -> error "unhandled";) ["Ec\672111N","\NUL","[","\1084076p(C","NT","\581282\RSp\665243\192816\363114"] ==> ["","","{}d","\225662#\1037999\SUB","","|\STX~"]	(Ord t1) => (t1 -> t1) -> [t1] -> [t1]						
			(Eq t1) => (t1 -> t1) -> [t0] -> [t1]						
			(Ord t1) => (t1 -> t1) -> [t0] -> [t1]						
repl-funcs	(a->b)->Int->[a->b]	(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";) 9 ==> [(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";)]	(b1 -> b1) -> b1 -> [b1 -> b1]	1	NO ANSWER	15485	2284	2	2
			(Int -> Int) -> Int -> [Int -> Int]						
			(Num b1) => (b1 -> b1) -> b1 -> [b1 -> b1]						
			(Ord b1) => (b1 -> b1) -> b1 -> [b1 -> b1]						
			(Eq b1) => (b1 -> b1) -> b1 -> [b1 -> b1]						
			(b1 -> b2) -> b1 -> [b1 -> b2]						
			(b1 -> b2) -> b1 -> [b2 -> b1]						
			(b1 -> b2) -> b1 -> [b2 -> b2]						
			(Int -> Int) -> b1 -> [Int -> b1]						
			(Int -> Int) -> b1 -> [b1 -> Int]						
repl-funcs	(a->b)->Int->[a->b]	(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";) 9 ==> [(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";)]	(b1 -> b1) -> b1 -> [b1 -> b1]	2	NO ANSWER	15485	2284	2	2
		(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";) 6 ==> [(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";),(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";),(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";),(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";),(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";),(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";)]	(Int -> Int) -> Int -> [Int -> Int]						
			(Num b1) => (b1 -> b1) -> b1 -> [b1 -> b1]						
			(Ord b1) => (b1 -> b1) -> b1 -> [b1 -> b1]						
			(Eq b1) => (b1 -> b1) -> b1 -> [b1 -> b1]						
			(b1 -> b2) -> b1 -> [b1 -> b2]						
			(b1 -> b2) -> b1 -> [b2 -> b1]						
			(b1 -> b2) -> b1 -> [b2 -> b2]						
			(Int -> Int) -> b1 -> [Int -> b1]						
			(Int -> Int) -> b1 -> [b1 -> Int]						
repl-funcs	(a->b)->Int->[a->b]	(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";) 9 ==> [(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";),(\x -> case x of 0 -> -1; 1 -> -3; -1 -> 0; 2 -> 4; _ -> error "unhandled";)]	(t0 -> t1) -> t0 -> [t0 -> t1]	3	NO ANSWER	2448	364	2	2
		(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";) 6 ==> [(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";),(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";),(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";),(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";),(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";),(\x -> case x of 0 -> 4; 1 -> 5; -1 -> 1; 2 -> 0; _ -> error "unhandled";)]	(Eq t0) => (t0 -> t1) -> Int -> [t0 -> t1]						
		(\x -> case x of "" -> 13.980146498044727; "a" -> -4.006507441174534; "aa" -> -1.4670620672400925; " " -> -0.8540194040874822; _ -> error "unhandled";) 6 ==> [(\x -> case x of "" -> 13.980146498044727; "a" -> -4.006507441174534; "aa" -> -1.4670620672400925; " " -> -0.8540194040874822; _ -> error "unhandled";),(\x -> case x of "" -> 13.980146498044727; "a" -> -4.006507441174534; "aa" -> -1.4670620672400925; " " -> -0.8540194040874822; _ -> error "unhandled";),(\x -> case x of "" -> 13.980146498044727; "a" -> -4.006507441174534; "aa" -> -1.4670620672400925; " " -> -0.8540194040874822; _ -> error "unhandled";),(\x -> case x of "" -> 13.980146498044727; "a" -> -4.006507441174534; "aa" -> -1.4670620672400925; " " -> -0.8540194040874822; _ -> error "unhandled";),(\x -> case x of "" -> 13.980146498044727; "a" -> -4.006507441174534; "aa" -> -1.4670620672400925; " " -> -0.8540194040874822; _ -> error "unhandled";),(\x -> case x of "" -> 13.980146498044727; "a" -> -4.006507441174534; "aa" -> -1.4670620672400925; " " -> -0.8540194040874822; _ -> error "unhandled";)]	(Eq t0) => (t0 -> t1) -> t0 -> [t0 -> t1]						
			(Eq t0) => (t0 -> t1) -> t1 -> [t0 -> t1]						
			(Ord t0) => (t0 -> t1) -> Int -> [t0 -> t1]						
			(Ord t0) => (t0 -> t1) -> t0 -> [t0 -> t1]						
			(Ord t0) => (t0 -> t1) -> t1 -> [t0 -> t1]						
			(Eq t1) => (t0 -> t1) -> t0 -> [t0 -> t1]						
			(Num t1) => (t0 -> t1) -> t0 -> [t0 -> t1]						
			(Ord t1) => (t0 -> t1) -> t0 -> [t0 -> t1]						
mbAppFirst	b -> (a -> b) -> [a] -> b	'I' (\x -> case x of 0 -> 'b'; 1 -> 'r'; -1 -> 'R'; 2 -> '\DC3'; _ -> error "unhandled";) [4,-1,-2,-6,-2,8] ==> '5'	b1 -> (c1 -> b1) -> [c1] -> b1	1	1	10623	2249	2	3
			Char -> (b1 -> Char) -> [b1] -> Char						
			b1 -> (Int -> b1) -> [Int] -> b1						
			Char -> (Int -> Char) -> [Int] -> Char						
			(Num c1) => b1 -> (c1 -> b1) -> [c1] -> b1						
			(Ord c1) => b1 -> (c1 -> b1) -> [c1] -> b1						
			(Eq c1) => b1 -> (c1 -> b1) -> [c1] -> b1						
			(Ord b1) => b1 -> (c1 -> b1) -> [c1] -> b1						
			(Eq b1) => b1 -> (c1 -> b1) -> [c1] -> b1						
			(Num b1) => Char -> (b1 -> Char) -> [b1] -> Char						
mbAppFirst	b -> (a -> b) -> [a] -> b	'I' (\x -> case x of 0 -> 'b'; 1 -> 'r'; -1 -> 'R'; 2 -> '\DC3'; _ -> error "unhandled";) [4,-1,-2,-6,-2,8] ==> '5'	b1 -> (t0 -> b1) -> [t0] -> b1	2	1	3263	737	2	3
		'\15766' (\x -> case x of 'a' -> '5'; ' ' -> '\ESC'; 'b' -> '\372992'; 'A' -> '\858724'; _ -> error "unhandled";) "\v5\DC1Y(" ==> '*'	Char -> (t0 -> Char) -> [t0] -> Char						
			t0 -> (t0 -> t0) -> [t0] -> t0						
			(Eq t0) => b1 -> (t0 -> b1) -> [t0] -> b1						
			(Ord t0) => b1 -> (t0 -> b1) -> [t0] -> b1						
			(Ord b1) => b1 -> (t0 -> b1) -> [t0] -> b1						
			(Eq b1) => b1 -> (t0 -> b1) -> [t0] -> b1						
			(Eq t0) => Char -> (t0 -> Char) -> [t0] -> Char						
			(Ord t0) => Char -> (t0 -> Char) -> [t0] -> Char						
			Char -> (t0 -> u1) -> [t0] -> u1						
mbAppFirst	b -> (a -> b) -> [a] -> b	'I' (\x -> case x of 0 -> 'b'; 1 -> 'r'; -1 -> 'R'; 2 -> '\DC3'; _ -> error "unhandled";) [4,-1,-2,-6,-2,8] ==> '5'	t1 -> (t2 -> t1) -> [t2] -> t1	3	1	729	154	2	3
		'\15766' (\x -> case x of 'a' -> '5'; ' ' -> '\ESC'; 'b' -> '\372992'; 'A' -> '\858724'; _ -> error "unhandled";) "\v5\DC1Y(" ==> '*'	(Eq t1) => t1 -> (t2 -> t1) -> [t2] -> t1						
		"'9" (\x -> case x of 0 -> "\782747\139012\ETX\171599]"; 1 -> ">"; -1 -> "\b."; 2 -> "}s"; _ -> error "unhandled";) [7,7,-1,6,-6] ==> "!\SO\SUB}z"	(Ord t1) => t1 -> (t2 -> t1) -> [t2] -> t1						
			(Eq t2) => t1 -> (t2 -> t1) -> [t2] -> t1						
			(Ord t2) => t1 -> (t2 -> t1) -> [t2] -> t1						
			(Eq t1, Eq t2) => t1 -> (t2 -> t1) -> [t2] -> t1						
			(Eq t1, Ord t2) => t1 -> (t2 -> t1) -> [t2] -> t1						
			(Ord t1, Eq t2) => t1 -> (t2 -> t1) -> [t2] -> t1						
			(Ord t1, Ord t2) => t1 -> (t2 -> t1) -> [t2] -> t1						
			(Eq t2) => t1 -> (t2 -> t1) -> [t0] -> t1						
2partApp	(a->b)->(b->c)->[a]->[c]	(\x -> case x of 0 -> 4; 1 -> 1; -1 -> -2; 2 -> 3; _ -> error "unhandled";) (\x -> case x of 0 -> -3; 1 -> 0; -1 -> 4; 2 -> -2; _ -> error "unhandled";) [3,2,1] ==> [0,0,0]	(b1 -> b1) -> (b1 -> b1) -> [b1] -> [b1]	1	NO ANSWER	77085	27326	3	3
			(Int -> Int) -> (Int -> Int) -> [Int] -> [Int]						
			(Num b1) => (b1 -> b1) -> (b1 -> b1) -> [b1] -> [b1]						
			(Ord b1) => (b1 -> b1) -> (b1 -> b1) -> [b1] -> [b1]						
			(Eq b1) => (b1 -> b1) -> (b1 -> b1) -> [b1] -> [b1]						
			(b1 -> b1) -> (b1 -> b2) -> [b1] -> [b2]						
			(b1 -> b1) -> (b1 -> b2) -> [b2] -> [b2]						
			(b1 -> b1) -> (b2 -> b1) -> [b2] -> [b1]						
			(b1 -> b2) -> (b1 -> b2) -> [b1] -> [b2]						
			(b1 -> b2) -> (b2 -> b1) -> [b1] -> [b1]						
2partApp	(a->b)->(b->c)->[a]->[c]	(\x -> case x of 0 -> 4; 1 -> 1; -1 -> -2; 2 -> 3; _ -> error "unhandled";) (\x -> case x of 0 -> -3; 1 -> 0; -1 -> 4; 2 -> -2; _ -> error "unhandled";) [3,2,1] ==> [0,0,0]	(t0 -> u1) -> (u1 -> u1) -> [t0] -> [u1]	2	NO ANSWER	46716	8615	3	3
		(\x -> case x of 'a' -> 1; ' ' -> 0; 'b' -> 4; 'A' -> 7; _ -> error "unhandled";) (\x -> case x of 0 -> 2; 1 -> 6; -1 -> 1; 2 -> 0; _ -> error "unhandled";) "\797955" ==> [2]	(t0 -> Int) -> (Int -> Int) -> [t0] -> [Int]						
			(t0 -> t0) -> (t0 -> t0) -> [t0] -> [t0]						
			(Eq t0) => (t0 -> u1) -> (u1 -> u1) -> [t0] -> [u1]						
			(Ord t0) => (t0 -> u1) -> (u1 -> u1) -> [t0] -> [u1]						
			(Num u1) => (t0 -> u1) -> (u1 -> u1) -> [t0] -> [u1]						
			(Ord u1) => (t0 -> u1) -> (u1 -> u1) -> [t0] -> [u1]						
			(Eq u1) => (t0 -> u1) -> (u1 -> u1) -> [t0] -> [u1]						
			(Eq t0) => (t0 -> Int) -> (Int -> Int) -> [t0] -> [Int]						
			(Eq t0) => (t0 -> t0) -> (t0 -> t0) -> [t0] -> [t0]						
2partApp	(a->b)->(b->c)->[a]->[c]	(\x -> case x of 0 -> 4; 1 -> 1; -1 -> -2; 2 -> 3; _ -> error "unhandled";) (\x -> case x of 0 -> -3; 1 -> 0; -1 -> 4; 2 -> -2; _ -> error "unhandled";) [3,2,1] ==> [0,0,0]	(t1 -> t0) -> (t0 -> t1) -> [t1] -> [t1]	3	NO ANSWER	2430	391	3	3
		(\x -> case x of 'a' -> 1; ' ' -> 0; 'b' -> 4; 'A' -> 7; _ -> error "unhandled";) (\x -> case x of 0 -> 2; 1 -> 6; -1 -> 1; 2 -> 0; _ -> error "unhandled";) "\797955" ==> [2]	(Eq t1) => (t1 -> t0) -> (t0 -> t1) -> [t1] -> [t1]						
		(\x -> case x of "" -> '\1043366'; "a" -> '\525061'; "aa" -> 'n'; " " -> '('; _ -> error "unhandled";) (\x -> case x of 'a' -> "!\313361\1082800\376852\"1"; ' ' -> "\335718%<\CAN"; 'b' -> "G"; 'A' -> "!\313361\1082800\376852\"1"; _ -> error "unhandled";) ["\656157w\714550T\383836"] ==> ["\DC4\v}"]	(Ord t1) => (t1 -> t0) -> (t0 -> t1) -> [t1] -> [t1]						
			(Eq t0) => (t1 -> t0) -> (t0 -> t1) -> [t1] -> [t1]						
			(Ord t0) => (t1 -> t0) -> (t0 -> t1) -> [t1] -> [t1]						
			(t1 -> t0) -> (t0 -> t1) -> [t2] -> [t1]						
			(Eq t0, Eq t1) => (t1 -> t0) -> (t0 -> t1) -> [t1] -> [t1]						
			(Ord t0, Eq t1) => (t1 -> t0) -> (t0 -> t1) -> [t1] -> [t1]						
			(Eq t0, Ord t1) => (t1 -> t0) -> (t0 -> t1) -> [t1] -> [t1]						
			(Ord t0, Ord t1) => (t1 -> t0) -> (t0 -> t1) -> [t1] -> [t1]						
zipWithResult	(a->b)->[a]->[(a,b)]	(\x -> case x of 'a' -> ""; ' ' -> ".\ai"; 'b' -> "S"; 'A' -> "8\DC3]9Q:M?\DC1\794262"; _ -> error "unhandled";) "b" ==> [('b',"S")]	(b1 -> [b1]) -> [b1] -> [(b1 , [b1])]	1	9	41803	3432	2	2
			(Char -> [Char]) -> [Char] -> [(Char , [Char])]						
			(Ord b1) => (b1 -> [b1]) -> [b1] -> [(b1 , [b1])]						
			(Eq b1) => (b1 -> [b1]) -> [b1] -> [(b1 , [b1])]						
			(b1 -> [b2]) -> [b1] -> [(b1 , [b1])]						
			(b1 -> [b2]) -> [b1] -> [(b1 , [b2])]						
			(b1 -> [b2]) -> [b1] -> [(b2 , [b1])]						
			(b1 -> [b2]) -> [b1] -> [(b2 , [b2])]						
			(b1 -> c1) -> [b1] -> [(b1 , c1)]						
			(Char -> [Char]) -> [b1] -> [(Char , [Char])]						
zipWithResult	(a->b)->[a]->[(a,b)]	(\x -> case x of 'a' -> ""; ' ' -> ".\ai"; 'b' -> "S"; 'A' -> "8\DC3]9Q:M?\DC1\794262"; _ -> error "unhandled";) "b" ==> [('b',"S")]	(t0 -> [u1]) -> [t0] -> [(t0 , [u1])]	2	2	3456	315	2	2
		(\x -> case x of 0 -> ""; 1 -> "\704212"; -1 -> "T"; 2 -> "7\349447\CAN)d\FS"; _ -> error "unhandled";) [5] ==> [(5,"Pd:\367312\FS\US")]	(t0 -> u1) -> [t0] -> [(t0 , u1)]						
			(t0 -> [Char]) -> [t0] -> [(t0 , [Char])]						
			(t0 -> [t0]) -> [t0] -> [(t0 , [t0])]						
			(t0 -> t0) -> [t0] -> [(t0 , t0)]						
			(Eq t0) => (t0 -> [u1]) -> [t0] -> [(t0 , [u1])]						
			(Eq t0) => (t0 -> u1) -> [t0] -> [(t0 , u1)]						
			(Ord t0) => (t0 -> [u1]) -> [t0] -> [(t0 , [u1])]						
			(Ord t0) => (t0 -> u1) -> [t0] -> [(t0 , u1)]						
			(Ord u1) => (t0 -> [u1]) -> [t0] -> [(t0 , [u1])]						
zipWithResult	(a->b)->[a]->[(a,b)]	(\x -> case x of 'a' -> ""; ' ' -> ".\ai"; 'b' -> "S"; 'A' -> "8\DC3]9Q:M?\DC1\794262"; _ -> error "unhandled";) "b" ==> [('b',"S")]	(t1 -> t1) -> [t1] -> [(t1 , t1)]	3	NO ANSWER	144	7	2	2
		(\x -> case x of 0 -> ""; 1 -> "\704212"; -1 -> "T"; 2 -> "7\349447\CAN)d\FS"; _ -> error "unhandled";) [5] ==> [(5,"Pd:\367312\FS\US")]	(Eq t1) => (t1 -> t1) -> [t1] -> [(t1 , t1)]						
		(\x -> case x of 'a' -> '\707653'; ' ' -> '\155289'; 'b' -> 'F'; 'A' -> '\GS'; _ -> error "unhandled";) "S\938365xCe\201203\1004365L{" ==> [('S','U'),('\938365','\903113'),('x','\738373'),('C','\741272'),('e','\67528'),('\201203','m'),('\1004365','\SI'),('L','\327291'),('{','p')]	(Ord t1) => (t1 -> t1) -> [t1] -> [(t1 , t1)]						
			(Eq t1) => (t1 -> t1) -> [t0] -> [(t1 , t1)]						
			(Ord t1) => (t1 -> t1) -> [t0] -> [(t1 , t1)]						
